location,date,vaccine,total_vaccinations,daily_vaccinations,iso3code
Ireland,2021-01-15,Pfizer/BioNTech,99371,46934,IRL
Italy,2021-01-15,Moderna,2412,1208,ITA
Italy,2021-01-15,Pfizer/BioNTech,1125444,89839,ITA
Latvia,2021-01-15,Moderna,953,364,LVA
Latvia,2021-01-15,Pfizer/BioNTech,14433,1516,LVA
Latvia,2021-01-15,Sinopharm/Beijing,1,1,LVA
Liechtenstein,2021-01-15,Moderna,5,5,LIE
Liechtenstein,2021-01-15,Pfizer/BioNTech,39,35,LIE
Lithuania,2021-01-15,Moderna,1044,1044,LTU
Lithuania,2021-01-15,Pfizer/BioNTech,51256,27689,LTU
Luxembourg,2021-01-15,Moderna,0,0,LUX
Luxembourg,2021-01-15,Pfizer/BioNTech,2774,1492,LUX
Malta,2021-01-15,Moderna,2,2,MLT
Malta,2021-01-15,Oxford/AstraZeneca,6,3,MLT
Malta,2021-01-15,Pfizer/BioNTech,11024,6481,MLT
Netherlands,2021-01-15,Moderna,6,6,NLD
Netherlands,2021-01-15,Oxford/AstraZeneca,174,172,NLD
Netherlands,2021-01-15,Pfizer/BioNTech,76906,42124,NLD
Norway,2021-01-15,Moderna,164,116,NOR
Norway,2021-01-15,Oxford/AstraZeneca,18,14,NOR
Norway,2021-01-15,Pfizer/BioNTech,52769,29183,NOR
Poland,2021-01-15,Moderna,2,1,POL
Poland,2021-01-15,Oxford/AstraZeneca,4,2,POL
Poland,2021-01-15,Pfizer/BioNTech,486600,273114,POL
Portugal,2021-01-15,Johnson&Johnson,26,3,PRT
Portugal,2021-01-15,Moderna,1738,1619,PRT
Portugal,2021-01-15,Oxford/AstraZeneca,167,110,PRT
Portugal,2021-01-15,Pfizer/BioNTech,135542,50075,PRT
Portugal,2021-01-15,Sinopharm/Beijing,27,15,PRT
Portugal,2021-01-15,Sinovac,9,3,PRT
Romania,2021-01-15,Pfizer/BioNTech,184146,16057,ROU
Slovakia,2021-01-15,Moderna,0,0,SVK
Slovakia,2021-01-15,Pfizer/BioNTech,63483,33323,SVK
Slovenia,2021-01-15,Pfizer/BioNTech,45908,17845,SVN
Spain,2021-01-15,Moderna,7269,7269,ESP
Spain,2021-01-15,Pfizer/BioNTech,921521,501566,ESP
Sweden,2021-01-15,Moderna,106,106,SWE
Sweden,2021-01-15,Pfizer/BioNTech,113477,70934,SWE
Switzerland,2021-01-15,Moderna,1061,721,CHE
Switzerland,2021-01-15,Pfizer/BioNTech,89606,10041,CHE
United States,2021-01-15,Moderna,5122662,872867,USA
United States,2021-01-15,Pfizer/BioNTech,7153268,1127396,USA
Argentina,2021-01-16,Sputnik V,232011,5884,ARG
Canada,2021-01-16,Moderna,76759,30020,CAN
Canada,2021-01-16,Pfizer/BioNTech,304252,135391,CAN
Chile,2021-01-16,Pfizer/BioNTech,22177,90,CHL
Czechia,2021-01-16,Moderna,2361,328,CZE
Czechia,2021-01-16,Pfizer/BioNTech,117372,3079,CZE
France,2021-01-16,Moderna,2379,316,FRA
France,2021-01-16,Pfizer/BioNTech,448231,19973,FRA
Germany,2021-01-16,Johnson&Johnson,28,1,DEU
Germany,2021-01-16,Moderna,13452,1694,DEU
Germany,2021-01-16,Oxford/AstraZeneca,45,1,DEU
Germany,2021-01-16,Pfizer/BioNTech,1159867,56404,DEU
Italy,2021-01-16,Moderna,3510,1098,ITA
Italy,2021-01-16,Pfizer/BioNTech,1190486,65042,ITA
Latvia,2021-01-16,Moderna,984,31,LVA
Latvia,2021-01-16,Oxford/AstraZeneca,10,3,LVA
Latvia,2021-01-16,Pfizer/BioNTech,15075,642,LVA
Romania,2021-01-16,Pfizer/BioNTech,196567,12421,ROU
Switzerland,2021-01-16,Moderna,3409,2348,CHE
Switzerland,2021-01-16,Pfizer/BioNTech,91626,2020,CHE
Argentina,2021-01-17,Sputnik V,233073,1062,ARG
Czechia,2021-01-17,Moderna,2458,97,CZE
Czechia,2021-01-17,Pfizer/BioNTech,120529,3157,CZE
France,2021-01-17,Moderna,2462,83,FRA
France,2021-01-17,Pfizer/BioNTech,459185,10954,FRA
Germany,2021-01-17,Johnson&Johnson,29,1,DEU
Germany,2021-01-17,Moderna,14717,1265,DEU
Germany,2021-01-17,Oxford/AstraZeneca,46,1,DEU
Germany,2021-01-17,Pfizer/BioNTech,1206442,46575,DEU
Italy,2021-01-17,Moderna,3936,426,ITA
Italy,2021-01-17,Pfizer/BioNTech,1227704,37218,ITA
Latvia,2021-01-17,Oxford/AstraZeneca,13,3,LVA
Latvia,2021-01-17,Pfizer/BioNTech,15199,124,LVA
Romania,2021-01-17,Pfizer/BioNTech,204662,8095,ROU
Switzerland,2021-01-17,Moderna,3492,83,CHE
Switzerland,2021-01-17,Pfizer/BioNTech,92208,582,CHE
Argentina,2021-01-18,Pfizer/BioNTech,10,1,ARG
Argentina,2021-01-18,Sputnik V,242905,9832,ARG
Chile,2021-01-18,Pfizer/BioNTech,33226,11049,CHL
Czechia,2021-01-18,Moderna,2639,181,CZE
Czechia,2021-01-18,Pfizer/BioNTech,134662,14133,CZE
France,2021-01-18,Moderna,5538,3076,FRA
France,2021-01-18,Pfizer/BioNTech,542181,82996,FRA
Germany,2021-01-18,Moderna,18980,4263,DEU
Germany,2021-01-18,Oxford/AstraZeneca,49,3,DEU
Germany,2021-01-18,Pfizer/BioNTech,1285505,79063,DEU
Italy,2021-01-18,Moderna,5230,1294,ITA
Italy,2021-01-18,Oxford/AstraZeneca,4,2,ITA
Italy,2021-01-18,Pfizer/BioNTech,1271117,43413,ITA
Latvia,2021-01-18,Moderna,1128,144,LVA
Latvia,2021-01-18,Oxford/AstraZeneca,15,2,LVA
Latvia,2021-01-18,Pfizer/BioNTech,15913,714,LVA
Romania,2021-01-18,Pfizer/BioNTech,234899,30237,ROU
Switzerland,2021-01-18,Moderna,4951,1459,CHE
Switzerland,2021-01-18,Pfizer/BioNTech,102974,10766,CHE
Argentina,2021-01-19,Sinopharm/Beijing,22,1,ARG
Argentina,2021-01-19,Sputnik V,256154,13249,ARG
Chile,2021-01-19,Pfizer/BioNTech,52593,19367,CHL
Czechia,2021-01-19,Moderna,3420,781,CZE
Czechia,2021-01-19,Pfizer/BioNTech,149215,14553,CZE
France,2021-01-19,Moderna,10218,4680,FRA
France,2021-01-19,Pfizer/BioNTech,668290,126109,FRA
Germany,2021-01-19,Moderna,22749,3769,DEU
Germany,2021-01-19,Oxford/AstraZeneca,100,51,DEU
Germany,2021-01-19,Pfizer/BioNTech,1401575,116070,DEU
Italy,2021-01-19,Moderna,7669,2439,ITA
Italy,2021-01-19,Pfizer/BioNTech,1302307,31190,ITA
Latvia,2021-01-19,Moderna,1190,62,LVA
Latvia,2021-01-19,Oxford/AstraZeneca,17,2,LVA
Latvia,2021-01-19,Pfizer/BioNTech,16738,825,LVA
Romania,2021-01-19,Pfizer/BioNTech,269706,34807,ROU
Switzerland,2021-01-19,Moderna,9452,4501,CHE
Switzerland,2021-01-19,Pfizer/BioNTech,115761,12787,CHE
United States,2021-01-19,Moderna,6828561,1705899,USA
United States,2021-01-19,Pfizer/BioNTech,8874811,1721543,USA
Argentina,2021-01-20,Sputnik V,275582,19428,ARG
Chile,2021-01-20,Pfizer/BioNTech,61902,9309,CHL
Czechia,2021-01-20,Moderna,5008,1588,CZE
Czechia,2021-01-20,Pfizer/BioNTech,163982,14767,CZE
Ecuador,2021-01-20,Pfizer/BioNTech,17,17,ECU
France,2021-01-20,Moderna,15359,5141,FRA
France,2021-01-20,Pfizer/BioNTech,800886,132596,FRA
Germany,2021-01-20,Moderna,25593,2844,DEU
Germany,2021-01-20,Oxford/AstraZeneca,104,4,DEU
Germany,2021-01-20,Pfizer/BioNTech,1531699,130124,DEU
Italy,2021-01-20,Moderna,11370,3701,ITA
Italy,2021-01-20,Pfizer/BioNTech,1330142,27835,ITA
Latvia,2021-01-20,Moderna,1201,11,LVA
Latvia,2021-01-20,Oxford/AstraZeneca,18,1,LVA
Latvia,2021-01-20,Pfizer/BioNTech,17516,778,LVA
Romania,2021-01-20,Pfizer/BioNTech,308044,38338,ROU
Switzerland,2021-01-20,Moderna,15905,6453,CHE
Switzerland,2021-01-20,Pfizer/BioNTech,129749,13988,CHE
United States,2021-01-20,Moderna,7239750,411189,USA
United States,2021-01-20,Pfizer/BioNTech,9281063,406252,USA
Argentina,2021-01-21,Oxford/AstraZeneca,15,5,ARG
Argentina,2021-01-21,Sinopharm/Beijing,24,2,ARG
Argentina,2021-01-21,Sputnik V,289694,14112,ARG
Chile,2021-01-21,Pfizer/BioNTech,64958,3056,CHL
Czechia,2021-01-21,Moderna,5975,967,CZE
Czechia,2021-01-21,Pfizer/BioNTech,180411,16429,CZE
Ecuador,2021-01-21,Pfizer/BioNTech,3008,2991,ECU
France,2021-01-21,Moderna,20712,5353,FRA
France,2021-01-21,Pfizer/BioNTech,954119,153233,FRA
Germany,2021-01-21,Johnson&Johnson,30,1,DEU
Germany,2021-01-21,Moderna,28419,2826,DEU
Germany,2021-01-21,Oxford/AstraZeneca,108,4,DEU
Germany,2021-01-21,Pfizer/BioNTech,1634519,102820,DEU
Italy,2021-01-21,Moderna,14503,3133,ITA
Italy,2021-01-21,Pfizer/BioNTech,1363595,33453,ITA
Latvia,2021-01-21,Moderna,1205,4,LVA
Latvia,2021-01-21,Pfizer/BioNTech,17807,291,LVA
Romania,2021-01-21,Pfizer/BioNTech,347756,39712,ROU
Switzerland,2021-01-21,Moderna,24212,8307,CHE
Switzerland,2021-01-21,Pfizer/BioNTech,144610,14861,CHE
United States,2021-01-21,Moderna,7724683,484933,USA
United States,2021-01-21,Pfizer/BioNTech,9817027,535964,USA
Argentina,2021-01-22,Oxford/AstraZeneca,18,3,ARG
Argentina,2021-01-22,Sinopharm/Beijing,25,1,ARG
Argentina,2021-01-22,Sputnik V,298909,9215,ARG
Austria,2021-01-22,Moderna,357,253,AUT
Austria,2021-01-22,Pfizer/BioNTech,215542,98095,AUT
Belgium,2021-01-22,Moderna,4579,4515,BEL
Belgium,2021-01-22,Pfizer/BioNTech,246724,119032,BEL
Bulgaria,2021-01-22,Moderna,843,352,BGR
Bulgaria,2021-01-22,Pfizer/BioNTech,25300,7338,BGR
Chile,2021-01-22,Pfizer/BioNTech,65373,415,CHL
Croatia,2021-01-22,Moderna,2735,1227,HRV
Croatia,2021-01-22,Pfizer/BioNTech,72173,23039,HRV
Cyprus,2021-01-22,Moderna,210,210,CYP
Cyprus,2021-01-22,Pfizer/BioNTech,17911,7048,CYP
Czechia,2021-01-22,Moderna,6180,205,CZE
Czechia,2021-01-22,Pfizer/BioNTech,196136,15725,CZE
Denmark,2021-01-22,Johnson&Johnson,5,1,DNK
Denmark,2021-01-22,Moderna,2516,1478,DNK
Denmark,2021-01-22,Oxford/AstraZeneca,8,6,DNK
Denmark,2021-01-22,Pfizer/BioNTech,179162,31652,DNK
Ecuador,2021-01-22,Pfizer/BioNTech,3811,803,ECU
Estonia,2021-01-22,Moderna,440,440,EST
Estonia,2021-01-22,Pfizer/BioNTech,26482,7649,EST
Finland,2021-01-22,Moderna,951,931,FIN
Finland,2021-01-22,Oxford/AstraZeneca,13,2,FIN
Finland,2021-01-22,Pfizer/BioNTech,119706,57215,FIN
France,2021-01-22,Moderna,25845,5133,FRA
France,2021-01-22,Pfizer/BioNTech,1070284,116165,FRA
Germany,2021-01-22,Moderna,30616,2197,DEU
Germany,2021-01-22,Oxford/AstraZeneca,122,14,DEU
Germany,2021-01-22,Pfizer/BioNTech,1734724,100205,DEU
Hungary,2021-01-22,Moderna,3110,65,HUN
Hungary,2021-01-22,Pfizer/BioNTech,153055,32540,HUN
Ireland,2021-01-22,Moderna,1947,15,IRL
Ireland,2021-01-22,Oxford/AstraZeneca,35,20,IRL
Ireland,2021-01-22,Pfizer/BioNTech,149356,49985,IRL
Italy,2021-01-22,Moderna,16616,2113,ITA
Italy,2021-01-22,Oxford/AstraZeneca,8,4,ITA
Italy,2021-01-22,Pfizer/BioNTech,1388937,25342,ITA
Latvia,2021-01-22,Moderna,1226,21,LVA
Latvia,2021-01-22,Pfizer/BioNTech,18017,210,LVA
Latvia,2021-01-22,Sinopharm/Beijing,2,1,LVA
Liechtenstein,2021-01-22,Moderna,43,38,LIE
Liechtenstein,2021-01-22,Pfizer/BioNTech,335,296,LIE
Lithuania,2021-01-22,Moderna,2375,1331,LTU
Lithuania,2021-01-22,Pfizer/BioNTech,65961,14705,LTU
Luxembourg,2021-01-22,Moderna,282,282,LUX
Luxembourg,2021-01-22,Pfizer/BioNTech,5087,2313,LUX
Malta,2021-01-22,Moderna,3,1,MLT
Malta,2021-01-22,Oxford/AstraZeneca,13,7,MLT
Malta,2021-01-22,Pfizer/BioNTech,18889,7865,MLT
Netherlands,2021-01-22,Moderna,4086,4080,NLD
Netherlands,2021-01-22,Oxford/AstraZeneca,186,12,NLD
Netherlands,2021-01-22,Pfizer/BioNTech,160244,83338,NLD
Norway,2021-01-22,Moderna,1947,1783,NOR
Norway,2021-01-22,Oxford/AstraZeneca,50,32,NOR
Norway,2021-01-22,Pfizer/BioNTech,81742,28973,NOR
Poland,2021-01-22,Moderna,10,8,POL
Poland,2021-01-22,Oxford/AstraZeneca,11,7,POL
Poland,2021-01-22,Pfizer/BioNTech,730267,243667,POL
Portugal,2021-01-22,Covaxin,2,1,PRT
Portugal,2021-01-22,Johnson&Johnson,28,2,PRT
Portugal,2021-01-22,Moderna,3453,1715,PRT
Portugal,2021-01-22,Novavax,1,1,PRT
Portugal,2021-01-22,Oxford/AstraZeneca,372,205,PRT
Portugal,2021-01-22,Pfizer/BioNTech,289584,154042,PRT
Portugal,2021-01-22,Sinopharm/Beijing,44,17,PRT
Portugal,2021-01-22,Sinovac,84,75,PRT
Romania,2021-01-22,Pfizer/BioNTech,385596,37840,ROU
Slovakia,2021-01-22,Pfizer/BioNTech,101445,37962,SVK
Slovenia,2021-01-22,Moderna,476,476,SVN
Slovenia,2021-01-22,Pfizer/BioNTech,58512,12604,SVN
Spain,2021-01-22,Moderna,25720,18451,ESP
Spain,2021-01-22,Pfizer/BioNTech,1244412,322891,ESP
Sweden,2021-01-22,Moderna,5434,5328,SWE
Sweden,2021-01-22,Pfizer/BioNTech,216940,103463,SWE
Switzerland,2021-01-22,Moderna,32055,7843,CHE
Switzerland,2021-01-22,Pfizer/BioNTech,156581,11971,CHE
United States,2021-01-22,Moderna,8407909,683226,USA
United States,2021-01-22,Pfizer/BioNTech,10695066,878039,USA
Argentina,2021-01-23,Oxford/AstraZeneca,23,5,ARG
Argentina,2021-01-23,Sputnik V,302849,3940,ARG
Canada,2021-01-23,Moderna,145016,68257,CAN
Canada,2021-01-23,Pfizer/BioNTech,394843,90591,CAN
Czechia,2021-01-23,Moderna,6222,42,CZE
Czechia,2021-01-23,Pfizer/BioNTech,200291,4155,CZE
Ecuador,2021-01-23,Pfizer/BioNTech,3848,37,ECU
France,2021-01-23,Moderna,27718,1873,FRA
France,2021-01-23,Pfizer/BioNTech,1106960,36676,FRA
Germany,2021-01-23,Moderna,30977,361,DEU
Germany,2021-01-23,Oxford/AstraZeneca,127,5,DEU
Germany,2021-01-23,Pfizer/BioNTech,1821450,86726,DEU
Italy,2021-01-23,Moderna,17666,1050,ITA
Italy,2021-01-23,Pfizer/BioNTech,1427270,38333,ITA
Latvia,2021-01-23,Moderna,1227,1,LVA
Latvia,2021-01-23,Oxford/AstraZeneca,22,4,LVA
Latvia,2021-01-23,Pfizer/BioNTech,18148,131,LVA
Romania,2021-01-23,Pfizer/BioNTech,418545,32949,ROU
Switzerland,2021-01-23,Moderna,36107,4052,CHE
Switzerland,2021-01-23,Pfizer/BioNTech,158344,1763,CHE
United States,2021-01-23,Moderna,9061112,653203,USA
United States,2021-01-23,Pfizer/BioNTech,11471457,776391,USA
Argentina,2021-01-24,Oxford/AstraZeneca,24,1,ARG
Argentina,2021-01-24,Sputnik V,303151,302,ARG
Czechia,2021-01-24,Moderna,6347,125,CZE
Czechia,2021-01-24,Pfizer/BioNTech,203294,3003,CZE
France,2021-01-24,Moderna,27882,164,FRA
France,2021-01-24,Pfizer/BioNTech,1116641,9681,FRA
Germany,2021-01-24,Johnson&Johnson,31,1,DEU
Germany,2021-01-24,Moderna,31181,204,DEU
Germany,2021-01-24,Oxford/AstraZeneca,131,4,DEU
Germany,2021-01-24,Pfizer/BioNTech,1869077,47627,DEU
Italy,2021-01-24,Moderna,18461,795,ITA
Italy,2021-01-24,Pfizer/BioNTech,1460517,33247,ITA
Latvia,2021-01-24,Pfizer/BioNTech,18153,5,LVA
Romania,2021-01-24,Pfizer/BioNTech,445945,27400,ROU
Switzerland,2021-01-24,Moderna,36724,617,CHE
Switzerland,2021-01-24,Pfizer/BioNTech,158909,565,CHE
United States,2021-01-24,Moderna,9689497,628385,USA
United States,2021-01-24,Pfizer/BioNTech,12153536,682079,USA
Argentina,2021-01-25,Oxford/AstraZeneca,32,8,ARG
Argentina,2021-01-25,Sputnik V,317357,14206,ARG
Chile,2021-01-25,Pfizer/BioNTech,66793,1420,CHL
Czechia,2021-01-25,Moderna,6549,202,CZE
Czechia,2021-01-25,Pfizer/BioNTech,215709,12415,CZE
Ecuador,2021-01-25,Pfizer/BioNTech,5116,1268,ECU
France,2021-01-25,Moderna,31699,3817,FRA
France,2021-01-25,Pfizer/BioNTech,1192403,75762,FRA
Germany,2021-01-25,Moderna,32636,1455,DEU
Germany,2021-01-25,Oxford/AstraZeneca,134,3,DEU
Germany,2021-01-25,Pfizer/BioNTech,1958697,89620,DEU
Italy,2021-01-25,Moderna,19186,725,ITA
Italy,2021-01-25,Pfizer/BioNTech,1529445,68928,ITA
Latvia,2021-01-25,Johnson&Johnson,3,1,LVA
Latvia,2021-01-25,Moderna,1229,2,LVA
Latvia,2021-01-25,Oxford/AstraZeneca,24,2,LVA
Latvia,2021-01-25,Pfizer/BioNTech,18830,677,LVA
Latvia,2021-01-25,Sinopharm/Beijing,3,1,LVA
Romania,2021-01-25,Pfizer/BioNTech,484291,38346,ROU
Switzerland,2021-01-25,Moderna,46485,9761,CHE
Switzerland,2021-01-25,Pfizer/BioNTech,166446,7537,CHE
United States,2021-01-25,Moderna,10084432,394935,USA
United States,2021-01-25,Pfizer/BioNTech,12551999,398463,USA
Argentina,2021-01-26,Oxford/AstraZeneca,70,38,ARG
Argentina,2021-01-26,Sinopharm/Beijing,26,1,ARG
Argentina,2021-01-26,Sputnik V,330132,12775,ARG
Chile,2021-01-26,Pfizer/BioNTech,67407,614,CHL
Czechia,2021-01-26,Moderna,6829,280,CZE
Czechia,2021-01-26,Pfizer/BioNTech,229959,14250,CZE
Ecuador,2021-01-26,Pfizer/BioNTech,5876,760,ECU
France,2021-01-26,Moderna,35627,3928,FRA
France,2021-01-26,Pfizer/BioNTech,1292347,99944,FRA
Germany,2021-01-26,Moderna,34079,1443,DEU
Germany,2021-01-26,Oxford/AstraZeneca,141,7,DEU
Germany,2021-01-26,Pfizer/BioNTech,2055952,97255,DEU
Italy,2021-01-26,Moderna,19952,766,ITA
Italy,2021-01-26,Pfizer/BioNTech,1609552,80107,ITA
Latvia,2021-01-26,Moderna,1244,15,LVA
Latvia,2021-01-26,Oxford/AstraZeneca,25,1,LVA
Latvia,2021-01-26,Pfizer/BioNTech,19686,856,LVA
Romania,2021-01-26,Pfizer/BioNTech,528038,43747,ROU
Switzerland,2021-01-26,Moderna,62530,16045,CHE
Switzerland,2021-01-26,Pfizer/BioNTech,175377,8931,CHE
United States,2021-01-26,Moderna,10431466,347034,USA
United States,2021-01-26,Pfizer/BioNTech,13009981,457982,USA
Argentina,2021-01-27,Oxford/AstraZeneca,72,2,ARG
Argentina,2021-01-27,Sputnik V,340237,10105,ARG
Chile,2021-01-27,Pfizer/BioNTech,67442,35,CHL
Czechia,2021-01-27,Covaxin,2,1,CZE
Czechia,2021-01-27,Moderna,7136,307,CZE
Czechia,2021-01-27,Pfizer/BioNTech,243214,13255,CZE
Czechia,2021-01-27,Sinovac,2,1,CZE
Ecuador,2021-01-27,Pfizer/BioNTech,6580,704,ECU
France,2021-01-27,Moderna,39233,3606,FRA
France,2021-01-27,Pfizer/BioNTech,1402117,109770,FRA
Germany,2021-01-27,Johnson&Johnson,33,2,DEU
Germany,2021-01-27,Moderna,35873,1794,DEU
Germany,2021-01-27,Oxford/AstraZeneca,149,8,DEU
Germany,2021-01-27,Pfizer/BioNTech,2163804,107852,DEU
Italy,2021-01-27,Moderna,20796,844,ITA
Italy,2021-01-27,Oxford/AstraZeneca,9,1,ITA
Italy,2021-01-27,Pfizer/BioNTech,1679964,70412,ITA
Latvia,2021-01-27,Moderna,1248,4,LVA
Latvia,2021-01-27,Oxford/AstraZeneca,26,1,LVA
Latvia,2021-01-27,Pfizer/BioNTech,20517,831,LVA
Romania,2021-01-27,Pfizer/BioNTech,570364,42326,ROU
Switzerland,2021-01-27,Moderna,79278,16748,CHE
Switzerland,2021-01-27,Pfizer/BioNTech,182995,7618,CHE
United States,2021-01-27,Moderna,11001991,570525,USA
United States,2021-01-27,Pfizer/BioNTech,13550835,540854,USA
Argentina,2021-01-28,Sputnik V,356284,16047,ARG
Czechia,2021-01-28,Moderna,7262,126,CZE
Czechia,2021-01-28,Pfizer/BioNTech,256325,13111,CZE
Ecuador,2021-01-28,Pfizer/BioNTech,6802,222,ECU
France,2021-01-28,Moderna,42993,3760,FRA
France,2021-01-28,Pfizer/BioNTech,1538324,136207,FRA
Germany,2021-01-28,Moderna,37508,1635,DEU
Germany,2021-01-28,Oxford/AstraZeneca,153,4,DEU
Germany,2021-01-28,Pfizer/BioNTech,2254929,91125,DEU
Italy,2021-01-28,Moderna,21723,927,ITA
Italy,2021-01-28,Pfizer/BioNTech,1773296,93332,ITA
Latvia,2021-01-28,Johnson&Johnson,4,1,LVA
Latvia,2021-01-28,Moderna,1250,2,LVA
Latvia,2021-01-28,Oxford/AstraZeneca,28,2,LVA
Latvia,2021-01-28,Pfizer/BioNTech,21308,791,LVA
Romania,2021-01-28,Pfizer/BioNTech,609056,38692,ROU
Switzerland,2021-01-28,Moderna,96627,17349,CHE
Switzerland,2021-01-28,Pfizer/BioNTech,192379,9384,CHE
United States,2021-01-28,Moderna,11737592,735601,USA
United States,2021-01-28,Pfizer/BioNTech,14355980,805145,USA
Argentina,2021-01-29,Oxford/AstraZeneca,73,1,ARG
Argentina,2021-01-29,Sputnik V,379786,23502,ARG
Austria,2021-01-29,Moderna,4372,4015,AUT
Austria,2021-01-29,Pfizer/BioNTech,260871,45329,AUT
Belgium,2021-01-29,Moderna,6314,1735,BEL
Belgium,2021-01-29,Pfizer/BioNTech,337595,90871,BEL
Bulgaria,2021-01-29,Moderna,1053,210,BGR
Bulgaria,2021-01-29,Pfizer/BioNTech,40072,14772,BGR
Chile,2021-01-29,Pfizer/BioNTech,67447,5,CHL
Croatia,2021-01-29,Moderna,2833,98,HRV
Croatia,2021-01-29,Pfizer/BioNTech,88877,16704,HRV
Cyprus,2021-01-29,Moderna,420,210,CYP
Cyprus,2021-01-29,Pfizer/BioNTech,24982,7071,CYP
Czechia,2021-01-29,Moderna,7417,155,CZE
Czechia,2021-01-29,Oxford/AstraZeneca,3,1,CZE
Czechia,2021-01-29,Pfizer/BioNTech,270293,13968,CZE
Denmark,2021-01-29,Moderna,2578,62,DNK
Denmark,2021-01-29,Oxford/AstraZeneca,18,10,DNK
Denmark,2021-01-29,Pfizer/BioNTech,235344,56182,DNK
Ecuador,2021-01-29,Pfizer/BioNTech,7090,288,ECU
Ecuador,2021-01-29,Sinovac,1,1,ECU
Estonia,2021-01-29,Moderna,813,373,EST
Estonia,2021-01-29,Pfizer/BioNTech,38916,12434,EST
Finland,2021-01-29,Moderna,3523,2572,FIN
Finland,2021-01-29,Oxford/AstraZeneca,15,2,FIN
Finland,2021-01-29,Pfizer/BioNTech,173677,53971,FIN
France,2021-01-29,Moderna,46291,3298,FRA
France,2021-01-29,Pfizer/BioNTech,1645383,107059,FRA
Germany,2021-01-29,Johnson&Johnson,34,1,DEU
Germany,2021-01-29,Moderna,38995,1487,DEU
Germany,2021-01-29,Oxford/AstraZeneca,224,71,DEU
Germany,2021-01-29,Pfizer/BioNTech,2361199,106270,DEU
Hungary,2021-01-29,Moderna,3289,179,HUN
Hungary,2021-01-29,Pfizer/BioNTech,299730,146675,HUN
Ireland,2021-01-29,Moderna,1956,9,IRL
Ireland,2021-01-29,Oxford/AstraZeneca,61,26,IRL
Ireland,2021-01-29,Pfizer/BioNTech,203316,53960,IRL
Italy,2021-01-29,Moderna,22957,1234,ITA
Italy,2021-01-29,Pfizer/BioNTech,1871240,97944,ITA
Latvia,2021-01-29,Moderna,1262,12,LVA
Latvia,2021-01-29,Oxford/AstraZeneca,29,1,LVA
Latvia,2021-01-29,Pfizer/BioNTech,22264,956,LVA
Liechtenstein,2021-01-29,Moderna,345,302,LIE
Liechtenstein,2021-01-29,Pfizer/BioNTech,468,133,LIE
Lithuania,2021-01-29,Pfizer/BioNTech,91685,25724,LTU
Luxembourg,2021-01-29,Moderna,416,134,LUX
Luxembourg,2021-01-29,Pfizer/BioNTech,8285,3198,LUX
Malta,2021-01-29,Pfizer/BioNTech,26526,7637,MLT
Netherlands,2021-01-29,Moderna,9364,5278,NLD
Netherlands,2021-01-29,Oxford/AstraZeneca,208,22,NLD
Netherlands,2021-01-29,Pfizer/BioNTech,310267,150023,NLD
Norway,2021-01-29,Moderna,2372,425,NOR
Norway,2021-01-29,Oxford/AstraZeneca,92,42,NOR
Norway,2021-01-29,Pfizer/BioNTech,130716,48974,NOR
Poland,2021-01-29,Moderna,4260,4250,POL
Poland,2021-01-29,Oxford/AstraZeneca,16,5,POL
Poland,2021-01-29,Pfizer/BioNTech,1199462,469195,POL
Portugal,2021-01-29,Covaxin,3,1,PRT
Portugal,2021-01-29,Johnson&Johnson,31,3,PRT
Portugal,2021-01-29,Moderna,4175,722,PRT
Portugal,2021-01-29,Novavax,2,1,PRT
Portugal,2021-01-29,Oxford/AstraZeneca,739,367,PRT
Portugal,2021-01-29,Pfizer/BioNTech,377323,87739,PRT
Portugal,2021-01-29,Sinopharm/Beijing,63,19,PRT
Portugal,2021-01-29,Sinovac,142,58,PRT
Romania,2021-01-29,Pfizer/BioNTech,646660,37604,ROU
Slovakia,2021-01-29,Moderna,72,72,SVK
Slovakia,2021-01-29,Pfizer/BioNTech,148518,47073,SVK
Slovenia,2021-01-29,Moderna,478,2,SVN
Slovenia,2021-01-29,Pfizer/BioNTech,76246,17734,SVN
Spain,2021-01-29,Moderna,29622,3902,ESP
Spain,2021-01-29,Pfizer/BioNTech,1616439,372027,ESP
Sweden,2021-01-29,Moderna,8107,2673,SWE
Sweden,2021-01-29,Pfizer/BioNTech,297722,80782,SWE
Switzerland,2021-01-29,Moderna,111245,14618,CHE
Switzerland,2021-01-29,Pfizer/BioNTech,201704,9325,CHE
United States,2021-01-29,Moderna,12619210,881618,USA
United States,2021-01-29,Pfizer/BioNTech,15164858,808878,USA
Argentina,2021-01-30,Sputnik V,389100,9314,ARG
Canada,2021-01-30,Moderna,175760,30744,CAN
Canada,2021-01-30,Pfizer/BioNTech,440208,45365,CAN
Chile,2021-01-30,Pfizer/BioNTech,67448,1,CHL
Czechia,2021-01-30,Moderna,7421,4,CZE
Czechia,2021-01-30,Pfizer/BioNTech,272118,1825,CZE
France,2021-01-30,Moderna,47424,1133,FRA
France,2021-01-30,Pfizer/BioNTech,1677781,32398,FRA
Germany,2021-01-30,Johnson&Johnson,36,2,DEU
Germany,2021-01-30,Moderna,39879,884,DEU
Germany,2021-01-30,Oxford/AstraZeneca,228,4,DEU
Germany,2021-01-30,Pfizer/BioNTech,2448473,87274,DEU
Italy,2021-01-30,Moderna,23447,490,ITA
