Indicator,periodval,data_source,country_code,Date,pop,dftype,Counts,Rate,tabtitlex
Cases,14 days,WHO,CUB,2021-09-09,11032343,cross,101829,923,Cases reported in the past 14 days
Cases,14 days,WHO,CUW,2021-09-09,151885,cross,461,303.5,Cases reported in the past 14 days
Cases,14 days,WHO,CYM,2021-09-09,63131,cross,50,79.2,Cases reported in the past 14 days
Cases,14 days,WHO,CYP,2021-09-09,1281506,cross,3379,263.7,Cases reported in the past 14 days
Cases,14 days,WHO,CZE,2021-09-09,10702596,cross,3700,34.6,Cases reported in the past 14 days
Cases,14 days,WHO,DEU,2021-09-09,79903481,cross,144313,180.6,Cases reported in the past 14 days
Cases,14 days,WHO,DJI,2021-09-09,938413,cross,100,10.7,Cases reported in the past 14 days
Cases,14 days,WHO,DMA,2021-09-09,74584,cross,836,1120.9,Cases reported in the past 14 days
Cases,14 days,WHO,DNK,2021-09-09,5894687,cross,9838,166.9,Cases reported in the past 14 days
Cases,14 days,WHO,DOM,2021-09-09,10597348,cross,3635,34.3,Cases reported in the past 14 days
Cases,14 days,WHO,DZA,2021-09-09,43576691,cross,5791,13.3,Cases reported in the past 14 days
Cases,14 days,WHO,ECU,2021-09-09,17093159,cross,4626,27.1,Cases reported in the past 14 days
Cases,14 days,WHO,EGY,2021-09-09,106437241,cross,4234,4,Cases reported in the past 14 days
Cases,14 days,WHO,ERI,2021-09-09,6147398,cross,16,0.3,Cases reported in the past 14 days
Cases,14 days,WHO,ESP,2021-09-09,47260584,cross,71315,150.9,Cases reported in the past 14 days
Cases,14 days,WHO,EST,2021-09-09,1220042,cross,5004,410.1,Cases reported in the past 14 days
Cases,14 days,WHO,ETH,2021-09-09,110871031,cross,19009,17.1,Cases reported in the past 14 days
Cases,14 days,WHO,FIN,2021-09-09,5587442,cross,7331,131.2,Cases reported in the past 14 days
Cases,14 days,WHO,FJI,2021-09-09,939535,cross,3648,388.3,Cases reported in the past 14 days
Cases,14 days,WHO,FLK,2021-09-09,3198,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,FRA,2021-09-09,68084217,cross,172093,252.8,Cases reported in the past 14 days
Cases,14 days,WHO,FRO,2021-09-09,51943,cross,28,53.9,Cases reported in the past 14 days
Cases,14 days,WHO,FSM,2021-09-09,101675,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,GAB,2021-09-09,2284912,cross,617,27,Cases reported in the past 14 days
Cases,14 days,WHO,GBR,2021-09-09,67081000,cross,503845,751.1,Cases reported in the past 14 days
Cases,14 days,WHO,GEO,2021-09-09,4933674,cross,40777,826.5,Cases reported in the past 14 days
Cases,14 days,WHO,GGY,2021-09-09,67334,cross,186,276.2,Cases reported in the past 14 days
Cases,14 days,WHO,GHA,2021-09-09,32372889,cross,7018,21.7,Cases reported in the past 14 days
Cases,14 days,WHO,GIB,2021-09-09,29516,cross,94,318.5,Cases reported in the past 14 days
Cases,14 days,WHO,GIN,2021-09-09,12877894,cross,896,7,Cases reported in the past 14 days
Cases,14 days,WHO,GLP,2021-09-09,0,cross,11560,,Cases reported in the past 14 days
Cases,14 days,WHO,GMB,2021-09-09,2221301,cross,256,11.5,Cases reported in the past 14 days
Cases,14 days,WHO,GNB,2021-09-09,1976187,cross,309,15.6,Cases reported in the past 14 days
Cases,14 days,WHO,GNQ,2021-09-09,857008,cross,766,89.4,Cases reported in the past 14 days
Cases,14 days,WHO,GRC,2021-09-09,10569703,cross,36018,340.8,Cases reported in the past 14 days
Cases,14 days,WHO,GRD,2021-09-09,113570,cross,1383,1217.8,Cases reported in the past 14 days
Cases,14 days,WHO,GRL,2021-09-09,57799,cross,64,110.7,Cases reported in the past 14 days
Cases,14 days,WHO,GTM,2021-09-09,17422821,cross,42420,243.5,Cases reported in the past 14 days
Cases,14 days,WHO,GUF,2021-09-09,0,cross,2759,,Cases reported in the past 14 days
Cases,14 days,WHO,GUM,2021-09-09,168801,cross,1688,1000,Cases reported in the past 14 days
Cases,14 days,WHO,GUY,2021-09-09,787971,cross,2266,287.6,Cases reported in the past 14 days
Cases,14 days,WHO,HKG,2021-09-09,7263234,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,HND,2021-09-09,9346277,cross,16139,172.7,Cases reported in the past 14 days
Cases,14 days,WHO,HRV,2021-09-09,4208973,cross,9281,220.5,Cases reported in the past 14 days
Cases,14 days,WHO,HTI,2021-09-09,11198240,cross,254,2.3,Cases reported in the past 14 days
Cases,14 days,WHO,HUN,2021-09-09,9728337,cross,2892,29.7,Cases reported in the past 14 days
Cases,14 days,WHO,IDN,2021-09-09,275122131,cross,109619,39.8,Cases reported in the past 14 days
Cases,14 days,WHO,IMN,2021-09-09,90895,cross,465,511.6,Cases reported in the past 14 days
Cases,14 days,WHO,IND,2021-09-09,1339330514,cross,581451,43.4,Cases reported in the past 14 days
Cases,14 days,WHO,IRL,2021-09-09,5224884,cross,21796,417.2,Cases reported in the past 14 days
Cases,14 days,WHO,IRN,2021-09-09,85888910,cross,414601,482.7,Cases reported in the past 14 days
Cases,14 days,WHO,IRQ,2021-09-09,39650145,cross,86638,218.5,Cases reported in the past 14 days
Cases,14 days,WHO,ISL,2021-09-09,354234,cross,730,206.1,Cases reported in the past 14 days
Cases,14 days,WHO,ISR,2021-09-09,8787045,cross,117694,1339.4,Cases reported in the past 14 days
Cases,14 days,WHO,ITA,2021-09-09,62390364,cross,83027,133.1,Cases reported in the past 14 days
Cases,14 days,WHO,JAM,2021-09-09,2816602,cross,9665,343.1,Cases reported in the past 14 days
Cases,14 days,WHO,JEY,2021-09-09,101476,cross,371,365.6,Cases reported in the past 14 days
Cases,14 days,WHO,JOR,2021-09-09,10909567,cross,12048,110.4,Cases reported in the past 14 days
Cases,14 days,WHO,JPN,2021-09-09,124687293,cross,240299,192.7,Cases reported in the past 14 days
Cases,14 days,WHO,KAZ,2021-09-09,19245793,cross,70248,365,Cases reported in the past 14 days
Cases,14 days,WHO,KEN,2021-09-09,54685051,cross,9731,17.8,Cases reported in the past 14 days
Cases,14 days,WHO,KGZ,2021-09-09,6018789,cross,2070,34.4,Cases reported in the past 14 days
Cases,14 days,WHO,KHM,2021-09-09,17304363,cross,6400,37,Cases reported in the past 14 days
Cases,14 days,WHO,KIR,2021-09-09,113001,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,KNA,2021-09-09,54149,cross,381,703.6,Cases reported in the past 14 days
Cases,14 days,WHO,KOR,2021-09-09,51715162,cross,24153,46.7,Cases reported in the past 14 days
Cases,14 days,WHO,KWT,2021-09-09,3032065,cross,1765,58.2,Cases reported in the past 14 days
Cases,14 days,WHO,LAO,2021-09-09,7574356,cross,2667,35.2,Cases reported in the past 14 days
Cases,14 days,WHO,LBN,2021-09-09,5261372,cross,14675,278.9,Cases reported in the past 14 days
Cases,14 days,WHO,LBR,2021-09-09,5214030,cross,189,3.6,Cases reported in the past 14 days
Cases,14 days,WHO,LBY,2021-09-09,7017224,cross,19113,272.4,Cases reported in the past 14 days
Cases,14 days,WHO,LCA,2021-09-09,166637,cross,1837,1102.4,Cases reported in the past 14 days
Cases,14 days,WHO,LIE,2021-09-09,39425,cross,94,238.4,Cases reported in the past 14 days
Cases,14 days,WHO,LKA,2021-09-09,23044123,cross,62410,270.8,Cases reported in the past 14 days
Cases,14 days,WHO,LSO,2021-09-09,2177740,cross,7,0.3,Cases reported in the past 14 days
Cases,14 days,WHO,LTU,2021-09-09,2711566,cross,9509,350.7,Cases reported in the past 14 days
Cases,14 days,WHO,LUX,2021-09-09,639589,cross,1143,178.7,Cases reported in the past 14 days
Cases,14 days,WHO,LVA,2021-09-09,1862687,cross,4206,225.8,Cases reported in the past 14 days
Cases,14 days,WHO,MAC,2021-09-09,630396,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,MAF,2021-09-09,0,cross,397,,Cases reported in the past 14 days
Cases,14 days,WHO,MAR,2021-09-09,36561813,cross,64325,175.9,Cases reported in the past 14 days
Cases,14 days,WHO,MCO,2021-09-09,31223,cross,97,310.7,Cases reported in the past 14 days
Cases,14 days,WHO,MDA,2021-09-09,3323875,cross,6508,195.8,Cases reported in the past 14 days
Cases,14 days,WHO,MDG,2021-09-09,27534354,cross,23,0.1,Cases reported in the past 14 days
Cases,14 days,WHO,MDV,2021-09-09,390669,cross,1928,493.5,Cases reported in the past 14 days
Cases,14 days,WHO,MEX,2021-09-09,130207371,cross,199417,153.2,Cases reported in the past 14 days
Cases,14 days,WHO,MHL,2021-09-09,78831,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,MKD,2021-09-09,2128262,cross,10044,471.9,Cases reported in the past 14 days
Cases,14 days,WHO,MLI,2021-09-09,20137527,cross,166,0.8,Cases reported in the past 14 days
Cases,14 days,WHO,MLT,2021-09-09,460891,cross,698,151.4,Cases reported in the past 14 days
Cases,14 days,WHO,MMR,2021-09-09,57069099,cross,41900,73.4,Cases reported in the past 14 days
Cases,14 days,WHO,MNE,2021-09-09,607414,cross,7864,1294.7,Cases reported in the past 14 days
Cases,14 days,WHO,MNG,2021-09-09,3198913,cross,41664,1302.4,Cases reported in the past 14 days
Cases,14 days,WHO,MNP,2021-09-09,51659,cross,17,32.9,Cases reported in the past 14 days
Cases,14 days,WHO,MOZ,2021-09-09,30888034,cross,4520,14.6,Cases reported in the past 14 days
Cases,14 days,WHO,MRT,2021-09-09,4079284,cross,2018,49.5,Cases reported in the past 14 days
Cases,14 days,WHO,MSR,2021-09-09,5387,cross,6,111.4,Cases reported in the past 14 days
Cases,14 days,WHO,MTQ,2021-09-09,0,cross,3467,,Cases reported in the past 14 days
Cases,14 days,WHO,MUS,2021-09-09,1386129,cross,4116,296.9,Cases reported in the past 14 days
Cases,14 days,WHO,MWI,2021-09-09,20308502,cross,1011,5,Cases reported in the past 14 days
Cases,14 days,WHO,MYS,2021-09-09,33519406,cross,284223,847.9,Cases reported in the past 14 days
Cases,14 days,WHO,MYT,2021-09-09,0,cross,221,,Cases reported in the past 14 days
Cases,14 days,WHO,NAM,2021-09-09,2678191,cross,1814,67.7,Cases reported in the past 14 days
Cases,14 days,WHO,NCL,2021-09-09,293608,cross,17,5.8,Cases reported in the past 14 days
Cases,14 days,WHO,NER,2021-09-09,23605767,cross,89,0.4,Cases reported in the past 14 days
Cases,14 days,WHO,NGA,2021-09-09,219463862,cross,8166,3.7,Cases reported in the past 14 days
Cases,14 days,WHO,NIC,2021-09-09,6243931,cross,865,13.9,Cases reported in the past 14 days
Cases,14 days,WHO,NIU,2021-09-09,2000,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,NLD,2021-09-09,17337403,cross,35330,203.8,Cases reported in the past 14 days
Cases,14 days,WHO,NOR,2021-09-09,5509591,cross,18273,331.7,Cases reported in the past 14 days
Cases,14 days,WHO,NPL,2021-09-09,30424878,cross,19672,64.7,Cases reported in the past 14 days
Cases,14 days,WHO,NRU,2021-09-09,9770,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,NZL,2021-09-09,4991442,cross,620,12.4,Cases reported in the past 14 days
Cases,14 days,WHO,OMN,2021-09-09,3694755,cross,1184,32,Cases reported in the past 14 days
Cases,14 days,WHO,OTH,2021-09-09,0,cross,0,,Cases reported in the past 14 days
Cases,14 days,WHO,PAK,2021-09-09,238181034,cross,54278,22.8,Cases reported in the past 14 days
Cases,14 days,WHO,PAN,2021-09-09,3928646,cross,7033,179,Cases reported in the past 14 days
Cases,14 days,WHO,PCN,2021-09-09,50,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,PER,2021-09-09,32201224,cross,12760,39.6,Cases reported in the past 14 days
Cases,14 days,WHO,PHL,2021-09-09,110818325,cross,251118,226.6,Cases reported in the past 14 days
Cases,14 days,WHO,PLW,2021-09-09,21613,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,PNG,2021-09-09,7399757,cross,364,4.9,Cases reported in the past 14 days
Cases,14 days,WHO,POL,2021-09-09,38185913,cross,4628,12.1,Cases reported in the past 14 days
Cases,14 days,WHO,PRI,2021-09-09,3142779,cross,8911,283.5,Cases reported in the past 14 days
Cases,14 days,WHO,PRK,2021-09-09,25831360,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,PRT,2021-09-09,10263850,cross,24850,242.1,Cases reported in the past 14 days
Cases,14 days,WHO,PRY,2021-09-09,7272639,cross,1006,13.8,Cases reported in the past 14 days
Cases,14 days,WHO,PSE,2021-09-09,4906308,cross,31173,635.4,Cases reported in the past 14 days
Cases,14 days,WHO,PYF,2021-09-09,297154,cross,1931,649.8,Cases reported in the past 14 days
Cases,14 days,WHO,QAT,2021-09-09,2479995,cross,2369,95.5,Cases reported in the past 14 days
Cases,14 days,WHO,REU,2021-09-09,0,cross,2968,,Cases reported in the past 14 days
Cases,14 days,WHO,ROU,2021-09-09,21230362,cross,19457,91.6,Cases reported in the past 14 days
Cases,14 days,WHO,RUS,2021-09-09,142320790,cross,259744,182.5,Cases reported in the past 14 days
Cases,14 days,WHO,RWA,2021-09-09,12943132,cross,6450,49.8,Cases reported in the past 14 days
Cases,14 days,WHO,SAU,2021-09-09,34783757,cross,2596,7.5,Cases reported in the past 14 days
Cases,14 days,WHO,SDN,2021-09-09,46751152,cross,233,0.5,Cases reported in the past 14 days
Cases,14 days,WHO,SEN,2021-09-09,16082442,cross,1095,6.8,Cases reported in the past 14 days
Cases,14 days,WHO,SGP,2021-09-09,5866139,cross,2770,47.2,Cases reported in the past 14 days
Cases,14 days,WHO,SHN,2021-09-09,7915,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,SLB,2021-09-09,690598,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,SLE,2021-09-09,6807277,cross,18,0.3,Cases reported in the past 14 days
Cases,14 days,WHO,SLV,2021-09-09,6528135,cross,2007,30.7,Cases reported in the past 14 days
Cases,14 days,WHO,SMR,2021-09-09,34467,cross,61,177,Cases reported in the past 14 days
Cases,14 days,WHO,SOM,2021-09-09,12094640,cross,931,7.7,Cases reported in the past 14 days
Cases,14 days,WHO,SPM,2021-09-09,5321,cross,1,18.8,Cases reported in the past 14 days
Cases,14 days,WHO,SRB,2021-09-09,6974289,cross,45835,657.2,Cases reported in the past 14 days
Cases,14 days,WHO,SSD,2021-09-09,10984074,cross,224,2,Cases reported in the past 14 days
Cases,14 days,WHO,STP,2021-09-09,213948,cross,154,72,Cases reported in the past 14 days
Cases,14 days,WHO,SUR,2021-09-09,614749,cross,3616,588.2,Cases reported in the past 14 days
Cases,14 days,WHO,SVK,2021-09-09,5436066,cross,2936,54,Cases reported in the past 14 days
Cases,14 days,WHO,SVN,2021-09-09,2102106,cross,7861,374,Cases reported in the past 14 days
Cases,14 days,WHO,SWE,2021-09-09,10261767,cross,14548,141.8,Cases reported in the past 14 days
Cases,14 days,WHO,SWZ,2021-09-09,1113276,cross,2820,253.3,Cases reported in the past 14 days
Cases,14 days,WHO,SXM,2021-09-09,44564,cross,368,825.8,Cases reported in the past 14 days
Cases,14 days,WHO,SYC,2021-09-09,96387,cross,787,816.5,Cases reported in the past 14 days
Cases,14 days,WHO,SYR,2021-09-09,20384316,cross,1593,7.8,Cases reported in the past 14 days
Cases,14 days,WHO,TCA,2021-09-09,57196,cross,100,174.8,Cases reported in the past 14 days
Cases,14 days,WHO,TCD,2021-09-09,17414108,cross,26,0.1,Cases reported in the past 14 days
Cases,14 days,WHO,TGO,2021-09-09,8283189,cross,2774,33.5,Cases reported in the past 14 days
Cases,14 days,WHO,THA,2021-09-09,69480520,cross,217681,313.3,Cases reported in the past 14 days
Cases,14 days,WHO,TJK,2021-09-09,8990874,cross,435,4.8,Cases reported in the past 14 days
Cases,14 days,WHO,TKL,2021-09-09,1647,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,TKM,2021-09-09,5579889,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,TLS,2021-09-09,1413958,cross,2608,184.4,Cases reported in the past 14 days
Cases,14 days,WHO,TON,2021-09-09,105780,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,TTO,2021-09-09,1221047,cross,2669,218.6,Cases reported in the past 14 days
Cases,14 days,WHO,TUN,2021-09-09,11811335,cross,29039,245.9,Cases reported in the past 14 days
Cases,14 days,WHO,TUR,2021-09-09,82482383,cross,292887,355.1,Cases reported in the past 14 days
Cases,14 days,WHO,TUV,2021-09-09,11448,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,TWN,2021-09-09,23572052,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,TZA,2021-09-09,62092761,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,UGA,2021-09-09,44712143,cross,1171,2.6,Cases reported in the past 14 days
Cases,14 days,WHO,UKR,2021-09-09,43745640,cross,28768,65.8,Cases reported in the past 14 days
Cases,14 days,WHO,URY,2021-09-09,3398239,cross,1639,48.2,Cases reported in the past 14 days
Cases,14 days,WHO,USA,2021-09-09,334998398,cross,2163538,645.8,Cases reported in the past 14 days
Cases,14 days,WHO,UZB,2021-09-09,30842796,cross,10058,32.6,Cases reported in the past 14 days
Cases,14 days,WHO,VAT,2021-09-09,1000,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,VCT,2021-09-09,101145,cross,68,67.2,Cases reported in the past 14 days
Cases,14 days,WHO,VEN,2021-09-09,29069153,cross,14698,50.6,Cases reported in the past 14 days
Cases,14 days,WHO,VGB,2021-09-09,37891,cross,72,190,Cases reported in the past 14 days
Cases,14 days,WHO,VIR,2021-09-09,0,cross,418,,Cases reported in the past 14 days
Cases,14 days,WHO,VNM,2021-09-09,102789598,cross,182313,177.4,Cases reported in the past 14 days
Cases,14 days,WHO,VUT,2021-09-09,303009,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,WLF,2021-09-09,15851,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,WSM,2021-09-09,204898,cross,0,0,Cases reported in the past 14 days
Cases,14 days,WHO,XKX,2021-09-09,1935259,cross,19789,1022.6,Cases reported in the past 14 days
Cases,14 days,WHO,YEM,2021-09-09,30399243,cross,556,1.8,Cases reported in the past 14 days
Cases,14 days,WHO,ZAF,2021-09-09,56978635,cross,114571,201.1,Cases reported in the past 14 days
Cases,14 days,WHO,ZMB,2021-09-09,19077816,cross,2335,12.2,Cases reported in the past 14 days
Cases,14 days,WHO,ZWE,2021-09-09,14829988,cross,2220,15,Cases reported in the past 14 days
Cases,24 hours,JHU,ABW,2021-09-09,120917,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,AFG,2021-09-09,37466414,cross,104,0.3,Cases reported in the past 24 hours
Cases,24 hours,JHU,AGO,2021-09-09,33642646,cross,279,0.8,Cases reported in the past 24 hours
Cases,24 hours,JHU,AIA,2021-09-09,18403,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,ALB,2021-09-09,3088385,cross,998,32.3,Cases reported in the past 24 hours
Cases,24 hours,JHU,AND,2021-09-09,85645,cross,8,9.3,Cases reported in the past 24 hours
Cases,24 hours,JHU,ARE,2021-09-09,9856612,cross,772,7.8,Cases reported in the past 24 hours
Cases,24 hours,JHU,ARG,2021-09-09,45864941,cross,3661,8,Cases reported in the past 24 hours
Cases,24 hours,JHU,ARM,2021-09-09,3011609,cross,587,19.5,Cases reported in the past 24 hours
Cases,24 hours,JHU,ASM,2021-09-09,46366,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,ATG,2021-09-09,99175,cross,85,85.7,Cases reported in the past 24 hours
Cases,24 hours,JHU,AUS,2021-09-09,25809973,cross,1870,7.2,Cases reported in the past 24 hours
Cases,24 hours,JHU,AUT,2021-09-09,8884864,cross,2356,26.5,Cases reported in the past 24 hours
Cases,24 hours,JHU,AZE,2021-09-09,10282283,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,BDI,2021-09-09,12241065,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,BEL,2021-09-09,11778842,cross,2270,19.3,Cases reported in the past 24 hours
Cases,24 hours,JHU,BEN,2021-09-09,13301694,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,BES,2021-09-09,0,cross,0,0,Cases reported in the past 24 hours
Cases,24 hours,JHU,BFA,2021-09-09,21382659,cross,0,0,Cases reported in the past 24 hours
