"Variants","country_code","Verification","country_name","variant_file_date","variant_date"
"Omicron (B.1.1.529)","CMR","Verified","Cameroon",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","KNA","Verified","Saint Kitts and Nevis",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","CIV","Verified","Côte d’Ivoire",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","DJI","Verified","Djibouti",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","BLZ","Verified","Belize",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TON","Unverified","Tonga",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","BEN","Verified","Benin",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","CAF","Verified","Central African Republic",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","COM","Verified","Comoros",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SLV","Verified","El Salvador",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","MCO","Verified","Monaco",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","ASM","Unverified","American Samoa",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","PLW","Unverified","Palau",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","BHS","Verified","Bahamas",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","GUY","Verified","Guyana",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SDN","Verified","Sudan",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","LAO","Verified","Lao People's Democratic Republic",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","MNP","Verified","Northern Mariana Islands (Commonwealth of the)",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","BLM","Verified","Saint Barthélemy",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SPM","Verified","Saint Pierre and Miquelon",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TCD","Unverified","Chad",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TCA","Verified","Turks and Caicos Islands",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","HTI","Verified","Haiti",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","XCA","Verified","Saba",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","AFG","Not reported","Afghanistan",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","BDI","Not reported","Burundi",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","COK","Not reported","Cook Islands",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","DMA","Not reported","Dominica",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","ERI","Not reported","Eritrea",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","ESH","Not reported","Western Sahara",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","FLK","Not reported","Falkland Islands (Malvinas)",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","FRO","Not reported","Faroe Islands",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","FSM","Not reported","Micronesia (Federated States of)",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","GNB","Not reported","Guinea-Bissau",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","GNQ","Not reported","Equatorial Guinea",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","GRL","Not reported","Greenland",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","HKG","Not reported","Hong Kong",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","IMN","Not reported","Isle of Man",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","JEY","Not reported","Jersey",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","LBR","Not reported","Liberia",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","LBY","Not reported","Libya",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","LSO","Not reported","Lesotho",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","MAC","Not reported","Macau",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","MDG","Not reported","Madagascar",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","MHL","Not reported","Marshall Islands",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","NIU","Not reported","Niue",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","NRU","Not reported","Nauru",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","PCN","Not reported","Pitcairn Islands",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","PRK","Not reported","Democratic People's Republic of Korea",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SHN","Not reported","Saint Helena",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SMR","Not reported","San Marino",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SOM","Not reported","Somalia",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","STP","Not reported","Sao Tome and Principe",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","SYR","Not reported","Syrian Arab Republic",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TJK","Not reported","Tajikistan",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TKL","Not reported","Tokelau",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TKM","Not reported","Turkmenistan",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TUV","Not reported","Tuvalu",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","TWN","Not reported","Taiwan",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","VAT","Not reported","Holy See",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","VUT","Not reported","Vanuatu",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","WLF","Not reported","Wallis and Futuna",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","WSM","Not reported","Samoa",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","YEM","Not reported","Yemen",2022-03-30,"Data as of 2022-03-29"
"Omicron (B.1.1.529)","OTH","Not reported","Other",2022-03-30,"Data as of 2022-03-29"
